chip_affymetrix_chip,pp_number_of_probe_pairs,a_fy4_a,alpha_fy5_alpha,gal_gal,heat_heat,rel_alpha_fy5_alpha,rel_gal_gal,rel_heat_heat,avg_abund,median_deviation_of_log_fc_gal,sig_gal,sig_and_fc_gal,median_deviation_of_log_fc_fy5_alpha,sig_fy5_alpha,sig_and_fc_fy5_alpha,median_deviation_of_log_fc_heat,sig_heat,sig_and_fc_heat,thrshld_1=below_detection_fy4_a,thrshld_1=below_detection_fy5_alpha,thrshld_1=below_detection_gal,thrshld_1=below_detection_heat,thrshld_gal,thrshld_fy5_alpha,thrshld_heat,below_threshold_in_all_conditions,classification,id
A,20.0,0.34,0.42,0.43,0.43,0.03,0.02,0.1,0.41,0.1,0.2,0.0,0.06,0.5,0.0,0.05,2.0,0.0,?,?,?,?,?,?,?,0.0,12.10,2590
B,20.0,0.38,0.31,0.38,0.51,0.03,0.0,0.2,0.4,0.16,0.0,0.0,0.11,0.3,0.0,0.15,1.33,1.0,?,?,?,?,5.0,?,?,0.0,02.13@14.10@20.01.10@20.09.04,2591
B,21.0,0.39,0.3,0.67,0.54,0.03,0.23,0.24,0.48,0.06,3.8,1.0,0.05,0.6,0.0,0.1,2.4,1.0,?,?,?,?,?,?,?,0.0,14.07.11@14.13.01.01,2592
B,21.0,0.21,0.21,0.13,0.2,0.03,0.0,0.16,0.19,0.12,0.0,0.0,0.12,0.3,0.0,0.09,1.78,0.0,?,?,?,?,5.0,?,?,0.0,01.05.03.02.04@14.07.02.02,2593
B,20.0,0.55,0.65,0.4,0.24,0.03,-0.05,-0.21,0.46,0.16,0.3,0.0,0.12,0.3,0.0,0.15,1.4,1.0,?,?,?,?,?,?,?,0.0,11.04.01@11.06.01@16.03.03,2594
B,21.0,0.54,0.69,0.76,0.51,0.03,0.09,0.02,0.63,0.1,0.9,0.0,0.11,0.3,0.0,0.1,0.2,0.0,?,?,?,?,?,?,?,0.0,01.06.06.11,2595
B,20.0,0.21,0.25,0.29,0.18,0.03,0.07,-0.05,0.23,0.09,0.8,0.0,0.09,0.3,0.0,0.14,0.36,0.0,?,?,?,?,2.0,?,?,0.0,20.09.07.25@42.09,2596
C,21.0,0.46,0.63,0.63,0.83,0.03,0.0,-0.01,0.64,0.13,0.0,0.0,0.22,0.1,0.0,0.16,0.06,0.0,?,?,?,?,4.0,?,?,0.0,01.03.01.03@01.03.04@01.05,2597
C,21.0,6.8,4.85,2.29,8.56,0.03,-0.21,0.08,5.63,0.1,2.1,1.0,0.11,0.3,0.0,0.05,1.6,0.0,?,?,?,?,?,?,?,0.0,01.05.03@02.19@34.11.03.07@40.01@42.01@43.01.03.09,2598
C,20.0,1.04,1.35,0.83,1.8,0.03,-0.08,0.2,1.26,0.15,0.5,0.0,0.13,0.2,0.0,0.21,0.95,0.0,?,?,?,?,?,?,?,0.0,01.05.02.04@01.05.02.07@02.07,2599
C,20.0,1.23,1.35,0.99,1.63,0.03,0.0,0.08,1.3,0.18,0.0,0.0,0.1,0.3,0.0,0.12,0.67,0.0,?,?,?,?,5.0,2.0,2.0,0.0,01.06.06.11,2600
D,20.0,0.22,0.18,0.32,0.35,0.03,-0.02,0.06,0.27,0.26,0.1,0.0,0.12,0.3,0.0,0.21,0.29,0.0,?,?,?,?,?,2.0,?,0.0,20.01.03@20.01.07@20.03@20.09.04,2601
D,21.0,0.1,0.11,0.15,0.11,0.03,0.01,0.02,0.12,0.2,0.1,0.0,0.14,0.2,0.0,0.36,0.06,0.0,1.0,?,?,?,?,2.0,2.0,0.0,01.02.07.01@11.02.03.01@18.02.09@34.11.03,2602
D,21.0,0.43,0.5,0.97,0.67,0.03,0.27,0.19,0.64,0.1,2.7,1.0,0.14,0.2,0.0,0.11,1.73,0.0,?,?,?,?,?,?,?,0.0,01.05@01.06@16.21.07,2603
A,84.0,0.32,0.37,0.37,0.31,0.02,0.0,-0.02,0.34,0.11,0.0,0.0,0.1,0.2,0.0,0.1,0.2,0.0,?,?,?,?,4.0,?,?,0.0,12.01.01@12.07,2604
A,20.0,0.33,0.46,0.36,0.34,0.02,-0.01,0.0,0.37,0.13,0.1,0.0,0.08,0.3,0.0,0.07,0.0,0.0,?,?,?,?,?,?,5.0,0.0,99,2605
A,20.0,0.97,0.92,0.84,1.13,0.02,0.14,0.05,0.97,0.14,1.0,0.0,0.04,0.5,0.0,0.06,0.83,0.0,?,?,?,?,?,?,?,0.0,14.01@32.01,2606
B,20.0,1.02,1.3,0.71,2.6,0.02,-0.03,0.47,1.41,0.12,0.3,0.0,0.1,0.2,0.0,0.24,1.96,1.0,?,?,?,?,?,?,?,0.0,01.06.06.11@32.07.01,2607
B,20.0,0.73,1.21,1.28,1.19,0.02,0.21,0.16,1.1,0.17,1.2,1.0,0.25,0.1,0.0,0.1,1.6,0.0,?,?,?,?,?,?,?,0.0,14.10@16.01@16.07@20.09.14@42.04.03@43.01.03.05,2608
C,20.0,11.6,22.1,8.98,25.5,0.02,-0.17,0.05,17.05,0.23,0.7,0.0,0.21,0.1,0.0,0.18,0.28,0.0,?,?,?,?,?,?,?,0.0,01.05.02.07@02.01@02.07,2609
D,21.0,6.5,5.85,8.2,8.19,0.02,0.24,0.18,7.19,0.21,1.1,1.0,0.13,0.2,0.0,0.12,1.5,0.0,?,?,?,?,?,?,?,0.0,02.13.03@20.01.01@20.03.01.01@20.09.04@42.16,2610
D,21.0,0.13,0.3,0.16,0.18,0.02,0.0,0.06,0.19,0.19,0.0,0.0,0.13,0.2,0.0,0.17,0.35,0.0,?,?,?,?,4.0,?,?,0.0,01.04@10.03.03@14.07.03@20.09.18.09.01@32.01@34.11.12@40.01@43.01.03.05,2611
D,20.0,0.18,0.17,0.17,0.33,0.02,0.0,0.05,0.21,0.29,0.0,0.0,0.13,0.2,0.0,0.21,0.24,0.0,?,?,?,?,4.0,?,?,0.0,12.01.01@42.16,2612
D,20.0,0.14,0.17,0.24,0.17,0.02,0.12,0.02,0.18,0.12,1.0,0.0,0.13,0.2,0.0,0.2,0.1,0.0,?,?,?,?,?,?,2.0,0.0,01.02.02.09.05@32.07.03,2613
D,20.0,0.21,0.28,0.31,0.29,0.02,0.13,0.08,0.27,0.13,1.0,0.0,0.13,0.2,0.0,0.14,0.57,0.0,?,?,?,?,?,2.0,?,0.0,12.01.01@42.16,2614
A,20.0,4.04,3.86,6.05,3.14,0.01,0.25,-0.13,4.27,0.1,2.5,1.0,0.06,0.2,0.0,0.06,2.17,0.0,?,?,?,?,?,?,?,0.0,20.01.03@20.01.13@20.09.18,2615
B,21.0,0.4,0.29,0.4,0.61,0.01,0.04,0.06,0.43,0.16,0.3,0.0,0.14,0.1,0.0,0.14,0.43,0.0,?,?,?,?,?,?,?,0.0,11.02.03.04,2616
C,21.0,0.4,0.55,0.4,0.56,0.01,0.0,0.07,0.47,0.16,0.0,0.0,0.29,0.0,0.0,0.23,0.3,0.0,1.0,?,?,?,5.0,?,2.0,0.0,01.03.04,2617
C,21.0,4.38,5.54,1.36,9.13,0.01,-0.47,0.31,5.1,0.16,2.9,1.0,0.09,0.1,0.0,0.09,3.44,1.0,?,?,?,?,?,?,?,0.0,42.01,2618
C,21.0,0.39,0.51,0.81,3.15,0.01,0.12,0.77,1.22,0.2,0.6,0.0,0.24,0.0,0.0,0.19,4.05,1.0,?,?,?,?,?,?,?,0.0,01.01.06.05@01.01.09.03.01@01.02,2619
C,21.0,0.4,0.39,0.3,0.58,0.01,0.0,0.01,0.41,0.13,0.0,0.0,0.26,0.0,0.0,0.18,0.06,0.0,?,?,1.0,?,5.0,?,?,0.0,14.04@20.01.10@20.03@20.09.04,2620
D,21.0,0.31,0.39,0.39,0.52,0.01,0.0,0.08,0.4,0.11,0.0,0.0,0.13,0.1,0.0,0.1,0.8,0.0,?,?,?,?,?,?,?,0.0,20.01.27@20.03@32.07,2621
A,20.0,0.1,0.04,0.1,0.1,0.0,0.0,0.0,0.07,0.09,0.0,0.0,0.32,0.0,0.0,0.02,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,42.10.03,2622
A,20.0,0.1,0.08,0.1,0.1,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.23,0.0,0.0,0.06,0.0,0.0,1.0,?,?,1.0,5.0,4.0,5.0,0.0,01.01.13@01.03.16.01@01.05.25@10.03.01.01.01@11.02.03.04@11.04,2623
A,21.0,0.1,0.0,0.07,0.1,0.0,0.0,0.0,0.07,0.09,0.0,0.0,0.33,0.0,0.0,0.02,0.0,0.0,1.0,1.0,?,1.0,5.0,5.0,5.0,0.0,01.06.10@11.02.03.04.01@16.03.01@42.19,2624
A,20.0,0.1,0.09,0.1,0.11,0.0,0.0,0.09,0.09,0.09,0.0,0.0,0.19,0.0,0.0,0.06,1.5,0.0,1.0,?,1.0,?,5.0,4.0,?,0.0,10.01.09.05@11.02.03.04.01@14.07.09@42.10.03,2625
A,20.0,0.1,0.05,0.1,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.28,0.0,0.0,0.02,0.0,0.0,1.0,?,1.0,1.0,5.0,5.0,5.0,0.0,10.01.02@10.01.03.05@10.01.05.01@10.01.05.03@10.03.01.03@16.03.01@32.01.09@34.11.03.07,2626
A,20.0,0.1,0.05,0.1,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.28,0.0,0.0,0.02,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,01.04@01.05@01.07,2627
A,22.0,0.11,0.0,0.1,0.1,0.0,0.0,-0.0,0.08,0.09,0.0,0.0,0.33,0.0,0.0,0.04,0.25,0.0,?,1.0,1.0,1.0,5.0,5.0,1.0,0.0,99,2628
A,20.0,0.11,0.08,0.1,0.11,0.0,0.0,0.0,0.1,0.12,0.0,0.0,0.21,0.0,0.0,0.05,0.0,0.0,?,?,?,?,5.0,4.0,5.0,0.0,11.04.03.01@14.10@14.13@16.19.03@32.01.05@34.11.09,2629
A,20.0,0.1,0.05,0.08,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.32,0.0,0.0,0.02,0.0,0.0,1.0,?,?,1.0,5.0,5.0,5.0,0.0,01.05@14.07.02.02,2630
A,20.0,0.41,0.37,0.42,0.36,0.0,-0.04,0.0,0.39,0.09,0.4,0.0,0.11,0.0,0.0,0.05,0.0,0.0,?,?,?,?,?,?,5.0,0.0,12.04@14.07.11@14.13.01,2631
A,21.0,1.71,0.68,1.2,1.02,0.0,0.01,-0.12,1.15,0.11,0.1,0.0,0.33,0.0,0.0,0.11,1.09,0.0,?,?,?,?,2.0,5.0,?,0.0,02.11@02.13@02.45.15@20.01.01.01@20.01.15@20.03.22@20.09.04@34.01.01.03,2632
A,20.0,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.33,0.0,0.0,0.03,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,5.0,0.0,01.05.02.04@01.05.02.07@02.19@32.01,2633
A,21.0,0.1,0.0,7.12,0.1,0.0,1.81,0.0,1.84,0.28,6.5,1.0,0.33,0.0,0.0,0.02,0.0,0.0,1.0,1.0,?,1.0,2.0,5.0,5.0,0.0,01.04@01.05.02.04@01.05.02.07@11.02.03.04,2634
A,21.0,0.1,0.05,0.1,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.33,0.0,0.0,0.02,0.0,0.0,1.0,?,1.0,1.0,5.0,5.0,5.0,0.0,12.07@14.10@20.01.01.01.01@34.01.01.01,2635
A,20.0,0.1,0.1,0.11,0.1,0.0,0.05,0.0,0.1,0.14,0.4,0.0,0.29,0.0,0.0,0.12,0.0,0.0,?,?,?,1.0,2.0,4.0,5.0,0.0,14.07.09@20.01.21,2636
A,20.0,0.12,0.1,0.1,0.16,0.0,0.0,0.0,0.11,0.09,0.0,0.0,0.33,0.0,0.0,0.09,0.0,0.0,?,1.0,?,?,5.0,5.0,5.0,0.0,01.05,2637
A,20.0,0.11,0.11,0.08,0.1,0.0,0.0,0.0,0.1,0.09,0.0,0.0,0.18,0.0,0.0,0.03,0.0,0.0,?,?,?,1.0,5.0,4.0,5.0,0.0,10.01.03.05@10.01.05.01@10.03.01.01.09@10.03.01.03@16.03.01@18.02.01,2638
A,20.0,0.1,0.04,0.08,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.33,0.0,0.0,0.02,0.0,0.0,1.0,?,?,1.0,5.0,5.0,5.0,0.0,34.11.03.07@41.01.01,2639
A,21.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.29,0.0,0.0,0.02,0.0,0.0,1.0,?,1.0,1.0,5.0,?,5.0,0.0,10.03.01.01.09@14.07.09@40.01@42.04@43.01.03.05,2640
A,20.0,0.21,0.23,0.21,0.26,0.0,0.0,0.0,0.23,0.09,0.0,0.0,0.09,0.0,0.0,0.06,0.0,0.0,?,?,?,?,5.0,4.0,5.0,0.0,01.04@10.01.03@10.03.01.01.03@10.03.01.01.05@10.03.01.01.09@10.03.02@14.07.03@40.01@43.01.03.05,2641
A,20.0,0.1,0.09,0.1,0.11,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.32,0.0,0.0,0.04,0.0,0.0,1.0,?,1.0,?,5.0,4.0,5.0,0.0,14.04@14.07@20.09.07@20.09.13,2642
A,20.0,0.1,0.04,0.1,0.1,0.0,0.0,0.0,0.07,0.09,0.0,0.0,0.33,0.0,0.0,0.03,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,01.01.09.04.01@01.01.09.05.01@01.01.09.06.01,2643
A,20.0,0.1,0.1,0.15,0.1,0.0,0.12,0.0,0.1,0.22,0.5,0.0,0.33,0.0,0.0,0.02,0.0,0.0,1.0,1.0,?,1.0,?,5.0,5.0,0.0,14.13.01.01,2644
A,20.0,0.11,0.08,0.1,0.11,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.33,0.0,0.0,0.02,0.0,0.0,?,?,1.0,?,5.0,5.0,5.0,0.0,01.05@14.07.02.01@14.07.02.02@42.01,2645
A,20.0,0.1,0.06,0.12,0.1,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.32,0.0,0.0,0.03,0.0,0.0,?,?,?,1.0,5.0,5.0,5.0,0.0,43.01.03.05,2646
A,21.0,0.1,0.04,0.1,0.1,0.0,0.0,0.0,0.07,0.09,0.0,0.0,0.33,0.0,0.0,0.03,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,11@12.07@16.03.01@16.03.03@40.01.03.01@42.16,2647
A,20.0,0.24,0.09,0.11,0.09,0.0,0.0,-0.1,0.13,0.09,0.0,0.0,0.33,0.0,0.0,0.12,0.83,0.0,?,?,?,?,5.0,5.0,?,0.0,01.05@01.07@02.01,2648
A,20.0,0.1,0.06,0.1,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.33,0.0,0.0,0.09,0.0,0.0,1.0,?,1.0,1.0,5.0,5.0,5.0,0.0,32.01.01@32.07.07.05,2649
A,20.0,0.1,0.05,0.1,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.23,0.0,0.0,0.03,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,20.09.07@20.09.18,2650
A,20.0,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.33,0.0,0.0,0.1,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,5.0,0.0,01.01.03.05@01.01.06.06@01.01.09.07@16.19.03@20.01.07@20.03.02.03.01@42.25,2651
A,20.0,0.1,0.0,0.08,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.33,0.0,0.0,0.02,0.0,0.0,1.0,1.0,?,1.0,4.0,5.0,5.0,0.0,01.05.25@11.02.03.04,2652
A,20.0,0.1,0.08,0.1,0.1,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.24,0.0,0.0,0.07,0.0,0.0,?,?,1.0,1.0,5.0,4.0,3.0,0.0,14.04@20.09.07.03@42.07,2653
A,20.0,0.12,0.12,0.11,0.11,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.23,0.0,0.0,0.04,0.0,0.0,?,?,?,?,5.0,4.0,5.0,0.0,20.01.27@20.03@32.07,2654
A,20.0,8.73,4.9,6.89,6.4,0.0,-0.09,-0.2,6.73,0.06,1.5,0.0,0.06,0.0,0.0,0.1,2.0,1.0,?,?,?,?,?,?,?,0.0,12.01.01@16.03.03,2655
A,20.0,0.36,0.19,0.34,0.32,0.0,-0.05,0.0,0.3,0.18,0.3,0.0,0.15,0.0,0.0,0.12,0.0,0.0,?,?,?,?,?,4.0,5.0,0.0,02.13@12.01.01@42.16,2656
A,21.0,0.13,0.07,0.1,0.1,0.0,0.0,-0.07,0.09,0.14,0.0,0.0,0.28,0.0,0.0,0.09,0.78,0.0,?,?,1.0,1.0,5.0,4.0,?,0.0,10.03.05.01@11.02.03.01.01@11.02.03.04,2657
A,20.0,0.14,0.13,0.13,0.15,0.0,0.0,0.0,0.14,0.11,0.0,0.0,0.17,0.0,0.0,0.08,0.0,0.0,?,?,?,?,2.0,4.0,5.0,0.0,10.03.01.01.11@14.07.05@14.10@14.13.01.01@16.01@16.19.03,2658
A,20.0,0.1,0.1,0.1,0.12,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.25,0.0,0.0,0.03,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,5.0,0.0,20.09.16,2659
A,21.0,0.1,0.04,0.1,0.1,0.0,0.07,0.0,0.08,0.17,0.4,0.0,0.33,0.0,0.0,0.02,0.0,0.0,1.0,?,?,1.0,2.0,5.0,5.0,0.0,01.05.03@02.19,2660
A,21.0,0.11,0.1,0.12,0.16,0.0,0.01,0.0,0.12,0.1,0.1,0.0,0.14,0.0,0.0,0.06,0.0,0.0,?,?,?,?,?,4.0,5.0,0.0,11.02.02@11.04.02@16.03.03,2661
A,20.0,0.1,0.05,0.1,0.1,0.0,0.0,0.0,0.09,0.11,0.0,0.0,0.26,0.0,0.0,0.07,0.0,0.0,1.0,?,?,1.0,4.0,4.0,5.0,0.0,01.01@01.07.01@01.07.07@11.02.03.04.01,2662
A,21.0,0.1,0.0,0.12,0.1,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.33,0.0,0.0,0.02,0.0,0.0,1.0,1.0,?,1.0,5.0,5.0,5.0,0.0,02.11@02.13.03@02.16.01@20.01.15@42.16,2663
A,20.0,0.1,0.09,0.19,0.13,0.0,0.13,0.0,0.13,0.15,0.9,0.0,0.15,0.0,0.0,0.07,0.0,0.0,1.0,?,?,?,?,4.0,5.0,0.0,14.07@18.02.01.01.03@32.01.01@32.07@34.01.01.01,2664
A,20.0,0.1,0.07,0.11,0.1,0.0,-0.07,0.0,0.09,0.07,1.0,0.0,0.27,0.0,0.0,0.05,0.0,0.0,1.0,?,?,1.0,?,4.0,5.0,0.0,14.07.05@14.13.01,2665
A,20.0,0.1,0.05,0.1,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.28,0.0,0.0,0.02,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,10.03.01.01.05@10.03.01.01.09@18.02.01,2666
A,20.0,0.1,0.07,0.1,0.1,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.31,0.0,0.0,0.04,0.0,0.0,1.0,?,?,1.0,5.0,4.0,5.0,0.0,14.07.05@14.10@14.13.01.01@16.01@32.01,2667
A,20.0,0.11,0.07,0.12,0.14,0.0,0.0,0.05,0.11,0.09,0.0,0.0,0.2,0.0,0.0,0.06,0.83,0.0,?,?,?,?,5.0,4.0,?,0.0,01.01.03.02@01.02@02.10,2668
A,20.0,0.13,0.1,0.1,0.1,0.0,0.0,0.0,0.09,0.1,0.0,0.0,0.3,0.0,0.0,0.03,0.0,0.0,?,1.0,1.0,1.0,5.0,5.0,5.0,0.0,10.03.01@10.03.02@11.02.03.04@16.03.01@32.01.09@42.10.03,2669
A,20.0,0.1,0.0,0.08,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.33,0.0,0.0,0.02,0.0,0.0,1.0,1.0,?,1.0,5.0,5.0,5.0,0.0,18.02.01.01.01@20.09.13@42.25,2670
A,20.0,0.17,0.09,0.11,0.28,0.0,0.0,0.31,0.16,0.1,0.0,0.0,0.23,0.0,0.0,0.21,1.48,1.0,?,?,?,?,5.0,4.0,2.0,0.0,01.05.02.04@01.05.02.07@02.19@32.01,2671
A,20.0,0.1,0.0,0.1,0.1,0.0,-0.03,0.07,0.08,0.07,0.4,0.0,0.33,0.0,0.0,0.05,1.4,0.0,1.0,1.0,?,?,?,5.0,2.0,0.0,11.02.03.04@30.01.09.07,2672
A,20.0,0.1,0.0,0.29,0.1,0.0,0.49,0.0,0.13,0.36,1.4,1.0,0.33,0.0,0.0,0.02,0.0,0.0,1.0,1.0,?,1.0,2.0,5.0,5.0,0.0,01.05.25@11.02.03.04@16.01,2673
A,20.0,0.1,0.05,0.1,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.25,0.0,0.0,0.02,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,01.03.01,2674
A,20.0,0.11,0.08,0.09,0.1,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.22,0.0,0.0,0.02,0.0,0.0,?,?,?,1.0,5.0,4.0,5.0,0.0,20.01.01.01@20.03.22@34.01.01,2675
A,20.0,0.1,0.07,0.1,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.25,0.0,0.0,0.02,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,01.05.25@11.02.03.04.03@16.03.01@32.01.04@34.11.03.11@43.01.03.05,2676
A,20.0,0.11,0.07,0.08,0.11,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.2,0.0,0.0,0.11,0.0,0.0,?,?,?,?,5.0,4.0,5.0,0.0,11.02.02@11.02.03.01@16.03.01,2677
A,20.0,0.52,0.22,0.13,0.19,0.0,-0.19,-0.1,0.27,0.09,2.1,0.0,0.13,0.0,0.0,0.08,0.75,0.0,?,?,?,?,?,4.0,1.0,0.0,01.06.02.02,2678
A,20.0,0.1,0.06,0.1,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.2,0.0,0.0,0.02,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,01.05.25@10.01.09.05@11.02.03.04@34.11.03.07,2679
A,20.0,0.1,0.06,0.1,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.2,0.0,0.0,0.02,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,01.04@10.01.05.01@16.03.01@16.19.03,2680
A,20.0,0.1,0.05,0.1,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.27,0.0,0.0,0.02,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,11.06.02,2681
A,20.0,0.1,0.05,0.1,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.3,0.0,0.0,0.02,0.0,0.0,1.0,?,1.0,1.0,5.0,5.0,5.0,0.0,10.03.01@16.01,2682
A,21.0,0.1,0.0,0.1,0.09,0.0,0.0,0.0,0.07,0.09,0.0,0.0,0.33,0.0,0.0,0.04,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,5.0,0.0,10.01.09.05@14.07.05@14.10@14.13.01.01@16.01@16.19.03@34.11.03.07,2683
A,20.0,0.5,0.42,0.54,0.44,0.0,-0.01,0.0,0.48,0.09,0.1,0.0,0.11,0.0,0.0,0.04,0.0,0.0,?,?,?,?,?,4.0,5.0,0.0,11.02.01@16.03.01,2684
A,21.0,0.1,0.04,0.07,0.1,0.0,0.0,0.0,0.07,0.09,0.0,0.0,0.33,0.0,0.0,0.02,0.0,0.0,1.0,?,?,1.0,5.0,5.0,5.0,0.0,01.01.13@11.02.03.04@16.11@34.11.03@34.11.12,2685
A,20.0,0.1,0.04,0.1,0.1,0.0,0.0,0.0,0.07,0.09,0.0,0.0,0.29,0.0,0.0,0.02,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,11.04.03.01@16.03.03,2686
A,20.0,0.1,0.09,0.14,0.1,0.0,0.0,0.0,0.1,0.09,0.0,0.0,0.25,0.0,0.0,0.02,0.0,0.0,1.0,?,?,1.0,5.0,4.0,5.0,0.0,10.03.01.01.09@10.03.02@42@43.01.03.05@43.01.03.09,2687
A,20.0,0.11,0.06,0.12,0.2,0.0,0.0,0.16,0.12,0.09,0.0,0.0,0.33,0.0,0.0,0.13,1.23,0.0,?,?,?,?,5.0,5.0,2.0,0.0,14.07.01@20.09.18.09.01@30.05@34.11.03.07,2688
A,20.0,0.21,0.16,0.26,0.33,0.0,0.06,0.16,0.24,0.16,0.4,0.0,0.18,0.0,0.0,0.13,1.23,0.0,?,?,?,?,?,4.0,?,0.0,01.01@01.05,2689
A,20.0,0.16,0.15,0.17,0.3,0.0,0.0,0.15,0.2,0.1,0.0,0.0,0.18,0.0,0.0,0.11,1.36,0.0,?,?,?,?,5.0,4.0,2.0,0.0,01.06@30.01.09.03@32.01.11,2690
A,20.0,1.38,0.95,1.3,1.66,0.0,-0.03,0.11,1.32,0.06,0.5,0.0,0.14,0.0,0.0,0.07,1.57,0.0,?,?,?,?,?,4.0,?,0.0,01.06,2691
A,21.0,0.13,0.14,0.22,0.12,0.0,-0.03,0.0,0.15,0.07,0.4,0.0,0.21,0.0,0.0,0.02,0.0,0.0,?,?,?,?,?,4.0,5.0,0.0,30.01.05.05.01@34.11.03.07@40.01.03@42.04@43.01.03.05,2692
A,21.0,0.1,0.05,0.1,0.1,0.0,0.0,0.07,0.08,0.12,0.0,0.0,0.3,0.0,0.0,0.04,1.75,0.0,1.0,?,1.0,?,5.0,4.0,?,0.0,20.09.07@42.07,2693
A,20.0,0.12,0.1,0.16,0.17,0.0,0.0,0.0,0.14,0.11,0.0,0.0,0.23,0.0,0.0,0.04,0.0,0.0,?,?,?,?,5.0,4.0,5.0,0.0,12.01.01@42.16,2694
A,20.0,0.1,0.05,0.1,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.27,0.0,0.0,0.05,0.0,0.0,1.0,?,1.0,?,5.0,4.0,5.0,0.0,16.17.01@18.02.01.01@30.01,2695
A,20.0,0.41,0.47,0.5,0.26,0.0,-0.01,-0.16,0.41,0.09,0.1,0.0,0.13,0.0,0.0,0.12,1.33,0.0,?,?,?,?,?,4.0,?,0.0,16.03.03@20.01.21,2696
A,21.0,0.1,0.0,0.09,0.11,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.33,0.0,0.0,0.09,0.0,0.0,1.0,1.0,?,?,5.0,5.0,5.0,0.0,20.01.03@20.03,2697
A,20.0,0.1,0.06,0.1,0.1,0.0,0.0,0.0,0.08,0.1,0.0,0.0,0.27,0.0,0.0,0.02,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,20.09.07.03,2698
A,20.0,0.1,0.06,0.1,0.11,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.32,0.0,0.0,0.04,0.0,0.0,1.0,?,1.0,?,5.0,4.0,5.0,0.0,14,2699
A,20.0,0.1,0.05,0.1,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.32,0.0,0.0,0.04,0.0,0.0,1.0,?,1.0,1.0,5.0,5.0,5.0,0.0,01.04@01.05.25@14.07.03@30.01.05,2700
A,20.0,0.1,0.04,0.1,0.1,0.0,0.0,0.0,0.07,0.09,0.0,0.0,0.32,0.0,0.0,0.02,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,01.04@14.07.03@30.01.05.01@32.01@34.01.01.01,2701
